Code,Code_System,ValueSetName,Steward
Minocin 100 mg oral and topical kit,Teladoc_Sample_String,Antibiotics,Teladoc
Minocin 100 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Minocin 100 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Minocin 50 mg oral and topical kit,Teladoc_Sample_String,Antibiotics,Teladoc
Minocin 50 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Minocin 50 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Minocin 50 mg/5 mL oral suspension,Teladoc_Sample_String,Antibiotics,Teladoc
Minocin 75 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Minocin PAC 100 mg oral and topical kit,Teladoc_Sample_String,Antibiotics,Teladoc
Minocin PAC 50 mg oral and topical kit,Teladoc_Sample_String,Antibiotics,Teladoc
Minocycline Hydrochloride 100 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Minocycline Hydrochloride 100 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Minocycline Hydrochloride 50 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Minocycline Hydrochloride 50 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Minocycline Hydrochloride 75 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Minocycline Hydrochloride 75 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
"Minocycline Hydrochloride ER 105 mg oral tablet, extended release",Teladoc_Sample_String,Antibiotics,Teladoc
"Minocycline Hydrochloride ER 115 mg oral tablet, extended release",Teladoc_Sample_String,Antibiotics,Teladoc
"Minocycline Hydrochloride ER 135 mg oral tablet, extended release",Teladoc_Sample_String,Antibiotics,Teladoc
"Minocycline Hydrochloride ER 45 mg oral tablet, extended release",Teladoc_Sample_String,Antibiotics,Teladoc
"Minocycline Hydrochloride ER 55 mg oral tablet, extended release",Teladoc_Sample_String,Antibiotics,Teladoc
"Minocycline Hydrochloride ER 65 mg oral tablet, extended release",Teladoc_Sample_String,Antibiotics,Teladoc
"Minocycline Hydrochloride ER 80 mg oral tablet, extended release",Teladoc_Sample_String,Antibiotics,Teladoc
"Minocycline Hydrochloride ER 90 mg oral tablet, extended release",Teladoc_Sample_String,Antibiotics,Teladoc
"Minolira 105 mg oral tablet, extended release",Teladoc_Sample_String,Antibiotics,Teladoc
"Minolira 135 mg oral tablet, extended release",Teladoc_Sample_String,Antibiotics,Teladoc
Mithracin 2.5 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
MitoMYcin 20 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
MitoMYcin 40 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
MitoMYcin 5 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
MitoMYcin compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
MitoXANTRONE Hydrochloride 2 mg/mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Mondoxyne NL monohydrate 100 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Mondoxyne NL monohydrate 50 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Mondoxyne NL monohydrate 75 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Monocid 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Monodox monohydrate 100 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Monodox monohydrate 50 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Monodox monohydrate 75 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Monurol 3 g oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Morgidox 1x100mg hyclate 100 mg capsule with cleanser oral and topical kit,Teladoc_Sample_String,Antibiotics,Teladoc
Morgidox 2x100mg hyclate 100 mg capsule with cleanser oral and topical kit,Teladoc_Sample_String,Antibiotics,Teladoc
Morgidox hyclate 100 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Morgidox hyclate 50 mg capsule with cleanser oral and topical kit,Teladoc_Sample_String,Antibiotics,Teladoc
Morgidox hyclate 50 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
"Moxatag 775 mg oral tablet, extended release",Teladoc_Sample_String,Antibiotics,Teladoc
Moxifloxacin Hydrochloride 400 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Moxifloxacin Hydrochloride 400 mg/250 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Moxilin 500 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Mupirocin 2% topical ointment,Teladoc_Sample_String,Antibiotics,Teladoc
Mupirocin Calcium 2% topical cream,Teladoc_Sample_String,Antibiotics,Teladoc
Mupirocin compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
Mutamycin 20 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Mutamycin 40 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Mutamycin 5 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Mycifradin 125 mg/5 mL oral solution,Teladoc_Sample_String,Antibiotics,Teladoc
Myciguent 0.50% topical cream,Teladoc_Sample_String,Antibiotics,Teladoc
Myciguent 0.50% topical ointment,Teladoc_Sample_String,Antibiotics,Teladoc
Mycitracin Plus Pain Reliever (obsolete) 400 units-50 mg-3.5 mg-5000 units/g topical ointment,Teladoc_Sample_String,Antibiotics,Teladoc
Mycitracin Plus Pain Reliever 400 units-3.5 mg-10000 units-10 mg/g topical ointment,Teladoc_Sample_String,Antibiotics,Teladoc
Mycitracin Triple Antibiotic 400 units-3.5 mg-5000 units/g topical ointment,Teladoc_Sample_String,Antibiotics,Teladoc
Mycobutin 150 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Myrac 100 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Myrac 50 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Myrac 75 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
NEO TO GO! 400 units-3.5 mg-5000 units/g topical ointment,Teladoc_Sample_String,Antibiotics,Teladoc
Nafcillin Sodium 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Nafcillin Sodium 1 g/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Nafcillin Sodium 10 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Nafcillin Sodium 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Nafcillin Sodium 2 g/100 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Nafcillin Sodium 500 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Nafcillin Sodium ADD-Vantage 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Nafcillin Sodium ADD-Vantage 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Nalidixic Acid 1 g oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Nalidixic Acid 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Nalidixic Acid compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
Nallpen 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Nallpen 10 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Nallpen 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Nallpen 2 g/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Nallpen 500 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Nebcin 1.2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Nebcin 40 mg/mL injectable solution,Teladoc_Sample_String,Antibiotics,Teladoc
Nebcin 60 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Nebcin 80 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Nebcin Pediatric 10 mg/mL injectable solution,Teladoc_Sample_String,Antibiotics,Teladoc
Nebupent 300 mg inhalation powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Nebupent 300 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Neggram 1 g oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Neggram 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Neggram 250 mg/5 mL oral suspension,Teladoc_Sample_String,Antibiotics,Teladoc
Neggram 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Neo-Fradin 125 mg/5 mL oral solution,Teladoc_Sample_String,Antibiotics,Teladoc
Neo-Rx compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
Neomycin Sulfate 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Neomycin Sulfate compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
"Neomycin Sulfate, Topical 0.50% topical cream",Teladoc_Sample_String,Antibiotics,Teladoc
"Neomycin Sulfate, Topical 0.50% topical ointment",Teladoc_Sample_String,Antibiotics,Teladoc
Neomycin Sulfate-Polymyxin B Sulfate 40 mg-200000 units/mL irrigation solution,Teladoc_Sample_String,Antibiotics,Teladoc
Neosporin 400 units-3.5 mg-5000 units/g topical ointment,Teladoc_Sample_String,Antibiotics,Teladoc
Neosporin G. U. Irrigant 40 mg-200000 units/mL irrigation solution,Teladoc_Sample_String,Antibiotics,Teladoc
Neosporin Plus Maximum Strength 3.5 mg-10000 units-10 mg/g topical cream,Teladoc_Sample_String,Antibiotics,Teladoc
"Neosporin Plus Maximum Strength Ointment (obsolete) 500 units-40 mg-3.5 mg-10,000 units/g topical ointment",Teladoc_Sample_String,Antibiotics,Teladoc
Neosporin Plus Maximum Strength Ointment 500 units-3.5 mg-10000 units-10 mg/g topical ointment,Teladoc_Sample_String,Antibiotics,Teladoc
Netromycin 100 mg/mL injectable solution,Teladoc_Sample_String,Antibiotics,Teladoc
NeuTrexin 200 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
NeuTrexin 25 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
NicAzel Doxy 30 100 mg with vitamins and minerals oral kit,Teladoc_Sample_String,Antibiotics,Teladoc
NicAzel Doxy 60 100 mg with vitamins and minerals oral kit,Teladoc_Sample_String,Antibiotics,Teladoc
Nicosyn 10%-5% topical lotion,Teladoc_Sample_String,Antibiotics,Teladoc
Nipent 10 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Nitro Macro macrocrystals 50 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Nitrofurantoin 25 mg/5 mL oral suspension,Teladoc_Sample_String,Antibiotics,Teladoc
Nitrofurantoin Anhydrous compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
Nitrofurantoin Macrocrystals macrocrystals 100 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Nitrofurantoin Macrocrystals macrocrystals 25 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Nitrofurantoin Macrocrystals macrocrystals 50 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Nitrofurantoin Macrocrystals macrocrystals compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
Nitrofurantoin Monohydrate/Macrocrystals macrocrystals-monohydrate 100 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Noritate 1% topical cream,Teladoc_Sample_String,Antibiotics,Teladoc
Noroxin 400 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Novacet 10%-5% topical lotion,Teladoc_Sample_String,Antibiotics,Teladoc
Novantrone 2 mg/mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Nuzyra 100 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Nuzyra 150 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Ocudox Convenience Kit hyclate 50 mg capsule with cleanser and ocular lubricant oral and topical kit,Teladoc_Sample_String,Antibiotics,Teladoc
Ofloxacin 200 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Ofloxacin 300 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Ofloxacin 400 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Okebo monohydrate 75 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Omnicef 125 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Omnicef 250 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Omnicef 300 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Omnicef Omni-Pac 300 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Omnipen 125 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Omnipen 250 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Omnipen 250 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Omnipen 500 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Omnipen-N 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Omnipen-N 10 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Omnipen-N 125 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Omnipen-N 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Omnipen-N 250 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Omnipen-N 500 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Oracea 40 mg oral delayed release capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Oraxyl 20 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Orbactiv 400 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Ovace 10% topical cream,Teladoc_Sample_String,Antibiotics,Teladoc
Ovace 10% topical foam,Teladoc_Sample_String,Antibiotics,Teladoc
Ovace 10% topical gel,Teladoc_Sample_String,Antibiotics,Teladoc
Ovace 10% topical soap,Teladoc_Sample_String,Antibiotics,Teladoc
Ovace Plus 10% topical cream,Teladoc_Sample_String,Antibiotics,Teladoc
Ovace Plus 10% topical shampoo,Teladoc_Sample_String,Antibiotics,Teladoc
Ovace Plus 10% topical soap,Teladoc_Sample_String,Antibiotics,Teladoc
Ovace Plus 9.80% topical foam,Teladoc_Sample_String,Antibiotics,Teladoc
Ovace Plus 9.80% topical lotion,Teladoc_Sample_String,Antibiotics,Teladoc
Oxacillin Sodium 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Oxacillin Sodium 1 g/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Oxacillin Sodium 10 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Oxacillin Sodium 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Oxacillin Sodium 2 g/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Oxacillin Sodium 250 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Oxacillin Sodium 250 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Oxacillin Sodium 500 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Oxacillin Sodium 500 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Oxacillin Sodium ADD-Vantage 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Oxacillin Sodium ADD-Vantage 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
PC Pen VK 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
"PCE Dispertab 333 mg oral tablet, coated particles",Teladoc_Sample_String,Antibiotics,Teladoc
"PCE Dispertab 500 mg oral tablet, coated particles",Teladoc_Sample_String,Antibiotics,Teladoc
"Panixine 125 mg oral tablet, dispersible",Teladoc_Sample_String,Antibiotics,Teladoc
"Panixine 250 mg oral tablet, dispersible",Teladoc_Sample_String,Antibiotics,Teladoc
Panmycin 250 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Paromomycin Sulfate 250 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Pediazole 200 mg-600 mg/5 mL oral granule for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Pen-V (obsolete) V potassium 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Pen-V (obsolete) V potassium 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Pen-Vee K (obsolete) V potassium 125 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Pen-Vee K (obsolete) V potassium 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Pen-Vee K (obsolete) V potassium 250 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Pen-Vee K (obsolete) V potassium 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Penetrex 200 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Penetrex 400 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Penicillin G Potassium (obsolete) G potassium 1000000 units injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Penicillin G Potassium (obsolete) G potassium 10000000 units injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Penicillin G Potassium (obsolete) G potassium 20000000 units injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Penicillin G Potassium (obsolete) G potassium 5000000 units injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Penicillin G Potassium 1000000 units/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
"Penicillin G Potassium 2,500,000 units/50 mL-NaCl 0.9% intravenous solution",Teladoc_Sample_String,Antibiotics,Teladoc
"Penicillin G Potassium 20,000,000 units injectable powder for injection",Teladoc_Sample_String,Antibiotics,Teladoc
Penicillin G Potassium 2000000 units/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
Penicillin G Potassium 3000000 units/50 mL intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
"Penicillin G Potassium 5,000,000 units injectable powder for injection",Teladoc_Sample_String,Antibiotics,Teladoc
"Penicillin G Procaine 1,200,000 units/2 mL intramuscular suspension",Teladoc_Sample_String,Antibiotics,Teladoc
"Penicillin G Procaine 600,000 units/mL intramuscular suspension",Teladoc_Sample_String,Antibiotics,Teladoc
Penicillin G Sodium (obsolete) G sodium 5000000 units injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
"Penicillin G Sodium 5,000,000 units injectable powder for injection",Teladoc_Sample_String,Antibiotics,Teladoc
Penicillin V Potassium (obsolete) V potassium 125 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Penicillin V Potassium (obsolete) V potassium 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Penicillin V Potassium (obsolete) V potassium 250 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Penicillin V Potassium (obsolete) V potassium 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Penicillin V Potassium 125 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Penicillin V Potassium 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Penicillin V Potassium 250 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Penicillin V Potassium 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Pentam 300 300 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Pentamidine 300 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Pentamidine Isethionate 300 mg inhalation powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Pentamidine Isethionate 300 mg injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Pentostatin 10 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Periostat 20 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Periostat 20 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Pfizerpen (obsolete) G potassium 20000000 units injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
"Pfizerpen 20,000,000 units injectable powder for injection",Teladoc_Sample_String,Antibiotics,Teladoc
"Pfizerpen 5,000,000 units injectable powder for injection",Teladoc_Sample_String,Antibiotics,Teladoc
Piperacillin Na-Tazobactam Na ADD-Vantage 2 g-0.25 g intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Piperacillin Na-Tazobactam Na ADD-Vantage 3 g-0.375 g intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Piperacillin Na-Tazobactam Na ADD-Vantage 4 g-0.5 g intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Piperacillin Sodium 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Piperacillin Sodium 3 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Piperacillin Sodium 4 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Piperacillin Sodium 40 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Piperacillin Sodium-Tazobactam Sodium 12 g-1.5 g intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Piperacillin Sodium-Tazobactam Sodium 2 g-0.25 g intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Piperacillin Sodium-Tazobactam Sodium 3 g-0.375 g intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Piperacillin Sodium-Tazobactam Sodium 36 g-4.5 g intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Piperacillin Sodium-Tazobactam Sodium 4 g-0.5 g intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Piperacillin-Tazobactam 2 g-0.25 g intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Piperacillin-Tazobactam 3 g-0.375 g intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Piperacillin-Tazobactam 36 g-4.5 g intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Pipracil 2 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Pipracil 3 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Pipracil 4 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Pipracil 40 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Plexion 9.8%-4.8% topical cream,Teladoc_Sample_String,Antibiotics,Teladoc
Plexion 9.8%-4.8% topical liquid,Teladoc_Sample_String,Antibiotics,Teladoc
Plexion 9.8%-4.8% topical lotion,Teladoc_Sample_String,Antibiotics,Teladoc
Plexion 9.8%-4.8% topical pad,Teladoc_Sample_String,Antibiotics,Teladoc
Plexion Cleanser 10%-5% topical liquid,Teladoc_Sample_String,Antibiotics,Teladoc
Plexion Cleansing Cloths 10%-5% topical pad,Teladoc_Sample_String,Antibiotics,Teladoc
Plexion SCT 10%-5% topical cream,Teladoc_Sample_String,Antibiotics,Teladoc
Plexion TS 10%-5% topical suspension,Teladoc_Sample_String,Antibiotics,Teladoc
Poly-Rx compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
Polycillin-PRB 3.5 g-1 g oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Polymyxin B Sulfate 500000 units injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Polymyxin B Sulfate compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
Polysporin 500 units-10000 units/g topical ointment,Teladoc_Sample_String,Antibiotics,Teladoc
Polysporin 500 units-10000 units/g topical powder,Teladoc_Sample_String,Antibiotics,Teladoc
Polytracin 500 units-10000 units/g topical ointment,Teladoc_Sample_String,Antibiotics,Teladoc
Prascion 10%-5% topical suspension,Teladoc_Sample_String,Antibiotics,Teladoc
Prascion Cleanser 10%-5% topical liquid,Teladoc_Sample_String,Antibiotics,Teladoc
Prascion FC Cloths 10%-5% topical pad,Teladoc_Sample_String,Antibiotics,Teladoc
Prascion RA 10%-5% topical cream,Teladoc_Sample_String,Antibiotics,Teladoc
Prevpac 500 mg-500 mg-30 mg oral kit,Teladoc_Sample_String,Antibiotics,Teladoc
Priftin 150 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Primsol 50 mg/5 mL oral solution,Teladoc_Sample_String,Antibiotics,Teladoc
Principen 125 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Principen 250 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Principen 250 mg/5 mL oral powder for reconstitution,Teladoc_Sample_String,Antibiotics,Teladoc
Principen 500 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Proloprim 100 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Proloprim 200 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
"Proquin XR 500 mg oral tablet, extended release",Teladoc_Sample_String,Antibiotics,Teladoc
Protostat 250 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Protostat 500 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
RE 10 10% topical soap,Teladoc_Sample_String,Antibiotics,Teladoc
"Raniclor 125 mg oral tablet, chewable",Teladoc_Sample_String,Antibiotics,Teladoc
"Raniclor 187 mg oral tablet, chewable",Teladoc_Sample_String,Antibiotics,Teladoc
"Raniclor 250 mg oral tablet, chewable",Teladoc_Sample_String,Antibiotics,Teladoc
"Raniclor 375 mg oral tablet, chewable",Teladoc_Sample_String,Antibiotics,Teladoc
Rash Relief Antibacterial 500 units/g-25% topical spray,Teladoc_Sample_String,Antibiotics,Teladoc
Raxar 200 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Raxar 400 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Raxar 600 mg oral tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Rifabutin 150 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Rifadin 150 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Rifadin 300 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Rifadin IV 600 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Rifampin 150 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Rifampin 300 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Rifampin 600 mg intravenous powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Rifampin compounding powder,Teladoc_Sample_String,Antibiotics,Teladoc
Rimactane 300 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Robimycin 250 mg oral delayed release tablet,Teladoc_Sample_String,Antibiotics,Teladoc
Robitet 500 500 mg oral capsule,Teladoc_Sample_String,Antibiotics,Teladoc
Rocephin 1 g injectable powder for injection,Teladoc_Sample_String,Antibiotics,Teladoc
Rocephin 1 g/50 mL-iso-osmotic dextrose intravenous solution,Teladoc_Sample_String,Antibiotics,Teladoc
